Comment,Language_Index,Language
"hello, mai qutub minar vich ghuman de samen baare puchana chaundi haa I",6,pan
"may 2012 vich, dipika kumari ne antalaya, turaki vich apna pahila vishva cup viaktigat padse rickrav gold medal jittya|",6,pan
"dupont di mouth sanvad afasar, sinda hallman de $4 karod de 10 saal lai baahron com lan de soma de kararaname di vistar computer vigyaan nigam ate acintur, outsos hai jise karke , "" ik prakiria di kaaf jo ki ghar de under hi hoo sakadi see"" us ton bach gaye I",6,pan
awj kal mai viasat haa,6,pan
"per ih mushakil hoo sakda hai, may 9 nuun somwar hai",6,pan
mai ish nuun li ke bohut utsuk haa|,6,pan
rail gaddia aje ve bahitar han|,6,pan
kirapa karke isda khial rakhio ki jekar ih shastri sangeet vich dilachaspi nahi rakhdi taan tuhaanoon usnoo ih sikhsn lai majaboor nahi karna chahida|,6,pan
"haa, usos samecdaun tag-team de jetu han ate aar.ke baro raa tag-team de jetu han I",6,pan
"halanki thomas priseishan (ik tregectory ton bood net rotation jo isde shuruaati veg 'te wapas oundi hai) ik shuddha kinematic prabhav hai, ih siraf karvillinior moshan vich hunda hai ate ish lai kise baahri bal sutantra for 'te nahi dekhia jaa sakda, jise naal karvillinior moshan hunda hai jiven ki ik electromagnaetic field, jaaa ik makanical bal de kaaran hunda hai, ish lai thomas prisacshan aam for 'te gatishil prabhaavaan de naal hunda hai|",6,pan
"nahi, ih sabh jankari meraa naal sanjhi karna lai bohut shukria",6,pan
"usne basheer khan di bhain di bhumika nibhaai see, jo malti de chahire 'te tezab sukhada hai|",6,pan
"gastrointestine trecket (jiai trecket, pachan trecket, elimentary canal) pachan pranali da trecket jaaa rasata hai jo moonh ton guda tak janda hai|",6,pan
online milan da prabandh passport cendara vich passport aplikeshan di adhingi lai hun saukhi hoo gai hai I,6,pan
tuhada sujhv den lai bohut bohut shukria|,6,pan
jiven ki bache siraf suinn di bajaae dhiaan naal suinn naal uddh sikhade hoo|,6,pan
ish lai mai ish hafate de ant vich free haa|,6,pan
"shri gireraj singh, 15 asa.aim.i de vishva sammelan , jo ki aim.asa.aim.i valon si.aai.aai naal mile ke yojit see 19 - 20 dismber 2018 , navin dili vich , kiha ki lagatar jatnaas ne sari vishva i.o.di.bi di shenikarn vich sudhaar lyanda hai ate aim.asa.aim.i naal ji.vi.si nuun jodan vich jo chunotia ia , onha thik karna I",6,pan
ki uh aapne sanvidhan naal sabandhat ne?,6,pan
"sati sri akaal, saria nuun",6,pan
bhutan de sikhia parbandh vich angarezi sikhia da madhium hai ate zongkha rashtirya bhaasha vajon sikhaai jandi hai I,6,pan
saachi ?,6,pan
kise tarhaa di shikait hai tuhari?,6,pan
kade ve bai|,6,pan
deep madran chulha society aaf development and unvirument protaction (DEEP) ne aadhunik deep chulha viksit kita jo lakkad di khapat nuun 50% tak ghataun lai biomas di varton karada hai|,6,pan
"28 dasamber 2010 nuun gair-sarkari sanstha collision tu aproot reging frome ajukeshan (cur) de sahai sansthapak harsh agarwal ne, saabaka aich aar di mantri aar. ke. raghavan di sarprasati cha bane panel, raghavan kameti nuun khaas drish ton hoi preshaani nuun varnan karade hoe, ik paper likhia jad seniors duara mouth bhumika wale abhinetaws di reging keeti gai|",6,pan
tuhada din shaandaar rehe!,6,pan
"us de under, uttari ilaake ne, mout da ik hor devataa, yam (ngkhani khetraan vich basada mout da dev) nuun pichhe chadan lai virodh vich jhukia hora see.",6,pan
taan jo mai aapne vidyarthis nuun ish vazife baare kos sks|,6,pan
ih khamir wale choula de aate naal banaya hunda hai ate ih khaas for 'te chrispi kinare waala pankek hai|,6,pan
ih khetra fal da viatan doo tarikia naal karada hai - froast hiving ate froast shatrinag I,6,pan
mai main camps vich itzaar karanga jo ki camps de gate de nede hai|,6,pan
kala dis 7 bakh prakaar dis kisma han|,6,pan
"uh 600 ate 1000 CE de wichkaar banaye gaye han, ellora guphawaan vich 100 hindus, jain ate bodhi guphawaan han, jinhan vichon 34 sailania lai khulhia han.",6,pan
"changi samajik state vaali bartaanavi aurataan san 1785 vich bohut ait san, sarajan johan stivart ne aapne bura karavan por nuun khat vich likhia, ""ithe bohut saari aurataan siraf saahasi han, jo ki dhaugdad pahari vikhe sthit millineras dis dukanaas ton ate kujh taan kovent garden ate purana daruri ton ve han [athahrvin sadi de london vich jisam firoshi dis mushhoor thavaan de name] |",6,pan
us vich kise chiiz di pradarashani hai?,6,pan
"pher, cripa karke tikaa lagavan lai ik tarikh dekh ke us nuun paka kar lo I",6,pan
"oh 1994 de vich gaahaki seva de tor te upgrah duara television pradaata diracket ti.vi , poore hafate, 13 ghantias lai prasaaran hunda see I",6,pan
aseen har anubhav di tulana ish naal karan di koshis karade haa|,6,pan
"jise rafataar naal uh takniks di khoj kar rehe han, tuhaanoon ish di lod pavegi.",6,pan
ki mai tuhaade lai kujh hor kar sakda haa?,6,pan
"farsi locals ne inds de aale-duale di zamin nuun hindus vajon sonpia hai, sanskrit di ik galti sindhu ate ish lai india da name sindh ton lya gya hai|",6,pan
"ish di tha marilibone cricket kalab (aim.si.si) ne li li, jise de mouth dafatar lords, london vich sthit hai I",6,pan
phir tuun com 'te kiu nahi ai?,6,pan
"nahi, ik war kovid on naal koi ve sudkhfat nahi hoo janda hai I",6,pan
"jaaa tusin ik uchith vicharia joia faisla lyas hai ki templete lagu nahi hai, jaaa ange hun lagu nahi rahegaa?",6,pan
"sahib, kirapa karke baink de karamcharia nuun bakaya raashi paas book 'te charhaun lai kahoo?",6,pan
ish nuun putu kahinde han ate aseen aam for 'te kale chholias naal ish nuun khaane haa|,6,pan
"haa, per saanuun shoot de din pachhan da saboot dekhan di lod pavegi|",6,pan
gauna meraa dimag nuun shant rakhada hai|,6,pan
"ate rakh-rakha bhata academik saal vich ikmusht rakam vajon ditha jaavega 10,000/- rupee hostelars nuun ate 5,000/- rupee day-skarals nuun|",6,pan
"minuun mashahari khana pasand hai, ish lai I",6,pan
jed in aim di ate dil chahataa hai gitaan ton binaas koi sadki yatra nahi hai|,6,pan
ish pind vich saachi ik ve anavarti khuli jagha nahi hai|,6,pan
"rupee da mul 1991 vich tezi naal giran kaaran ate 1994 vich chaaluu khaate di pariveratanshilta vich tabdeeli on ton bood, rupee di kimat ziadatar bazaar di taaktaan te nirbhar kardi hai I",6,pan
mai umeed karada haa ki ih jaladi thik hoo jaae; manoo dasana jeee aseen itsn kuchh kar sakde haa I,6,pan
"haa, oh thik hai I",6,pan
"dice bahan, german rashtirya rail company ne onha sharnarathis nuun jinhan col ukren da passport jaaa pahichan patar hai , onha lai poland ton germany tak lami duuri di train yatra mufat kar diti hai I",6,pan
bharat vich karaja pratibhutia di maataraa vich vishal wadha hoia hai I,6,pan
"akharee chakravat saal 2020 vich aia see, 2 din tak chalia see ate kujh khetraan vich bijali wapas aun vich lagabhaga 15 din lag gaye san.",6,pan
"local taxia ve charrapunji tak jandias han, ate oh tuhaanoon shilong ton charrapunji kai nazare ate dishra (elephant fals, mavakdok dimpape vaili viu, ate hor) vekhy lai ate charrapunji vich ghuman dis thavaan (mosamai guzaph, cherapunji eco parks, ​​nohasingthiang fals, jaaa saven cister fals) te rukan da vichhalp dinde han I",6,pan
unhaa di dakhla prakiria ki hai?,6,pan
ki tuun uhanaas baare sunia hai?,6,pan
"ish karke miti di rasad-paani baare vyapak jankari ate us di sambhavaana/hadabandia/samarthanva di lod, kai udesh lai hai jiven ki almand arie develpamant , miti di sambhaal casement aria de vich, tikau khetibari, jal vibhaajak, kaya kalp karna buri zamin di adi I",6,pan
"walibal de khed di khoj, 1895 vich william ji. margon ne holiok, maschustats de wiemsia (you. asa. e.) vich keeti |",6,pan
"turant nia pradaan karna sanvidhan da sabh ton pramukh udesh hai, jiven ki sanvidhan di prasatawana vich ve shaamil kita gya hai|",6,pan
"vadhade pradushna de haal dekhade hoe, ih zaroori hai ki aseen us nuun bachaye jo ish graha de lai lagaing ik tihaai hise de oxijan di sirjana karada hai",6,pan
"rajasthan de dil vich, bohut saare chhote kasabe ate pind han, jo ish dharati de asal tat nuun paribhashit karade han|",6,pan
"uchaayi ghataun de lai, relis batan nuun niiche paase dabaao I",6,pan
ki tusin hostal de thikana ton janu hoo?,6,pan
"haa, sar",6,pan
awj chakravat da duja din hai ate puura shahir vich tabaahi machi hoi hai I,6,pan
"ish lai, ail ai see tuhaade nivesh 'te ik nishchit 8 pratisht devega|",6,pan
minuun kini jaladi ik cab mile sakadi hai?,6,pan
"baku de sabhiachar sthalaas vich azarabijan state filhormonic haal, azarabijan state academik opera ate baile theater han|",6,pan
aseen sabh ikithe pode lavaange,6,pan
kannun di ai ti bhichara duara vyapak for 'te aalochna keeti gai see kiunki ih nagariks nuun digital nigrani heth rakh ke ate bhashn di azaadi nuun buri tarhaa simat karke harman adhikars di ulangana karada hai|,6,pan
"git nuun belgium, bulgaria, hungary, united kingdom, turaki, albania, cyprus, sarabia ate motonegron, swedens ate germany ton 12 points de 10 sits de naal 230 ank mile ate bakh bakh deshs, khaas karke greece vich ve ik samesh hit ban gya|",6,pan
isdi koi lod nahi hai|,6,pan
"raashi de bhugtan ton bood, uh tuhaanoon policy di saft kapi mail karnage|",6,pan
shastri sangeet nuun abhias ate lagan di lod hundi hai|,6,pan
mai sahimat haa! meri puri zindgi baliwood de aale-duale ghumadi hai|,6,pan
ki samaa simit hunda hai jise de under apna vyah register karauna chahida hai?,6,pan
ish lai mai ishnoo pind vich aun ton pahilaan badal riha haa|,6,pan
lihaaza ish muka te awj mai vishva bhar di sansdas de pradhani afasaraan nuun kahina haa ki oh ange aa ke ik thos yojna banaun jo locals de duwale hoo ke sabh lai barabar te lachakile natije kaun ate sansdas nuun us di safal tamil lai usaru bhumika nibhaani pavegi I,6,pan
"tusin loyola kalaj gaye see, hai naa?",6,pan
mai link bhej riha haa|,6,pan
"soo, tuhaade kahin da mathlab hai ki minuun pahils tikaa lagwanuna peega ate pher mai soch sakda haa ki mai lokdaun vich ki karna hai I",6,pan
"janaab, mai mahuvaria pind ton haa|",6,pan
mai hairaan haa ki uhanaas col ish saal store 'cha ki hoega|,6,pan
"shaaid gathaavaan vichon sabh ton mahatavpuuran pad, adhiai 45, pad 8 vich paigamber jarstharu ne sarav shaktiman rab nuun aapne man dis awkhan naal mahisus kita, jise magron change vichar, change shabad ate change karam di holi trinity sthapit keeti, jo sachai da marg see, jisdi manukh jaati nuun palana karni chahidi hai|",6,pan
"2000 vich, usne darmar danise chembers naal reskiu ricard kita (karlos santana, jaan makshaughalin, ate hor ), ate 2006 vich, usne mahimanaas di ail lazik ate cyler villium (guitar ate dhol) naal chito benress nuun jari kita|",6,pan
oh! koi gal nahi I,6,pan
thik ! tuhada bohut bohut dhannavad |,6,pan
1960 di olimpic kheds vich 400 - metre,6,pan
bechak!,6,pan
wartak saahit di ik kism hai jo galbaat ate walk vigyaan de ik anumanyog petaran di palana kardi haa |,6,pan
"aseen ganga nadi naal shuruaat keeti see, jise nuun ganagez ve kiha janda hai, jo ki bharat di sabh ton lambi nadi hai, ish vich bohut saare dharmic sanket han, per naal hi, ih gangotri ton paidaa on walia bohut jiadas pradushit nadia vichon ik ve hai|",6,pan
ih uhanaas nuun gatishil bazar nivesh ton kiven bachounda hai?,6,pan
ih bhavikh da muktidaata hai I,6,pan
ih bazaar de vich dakhal kar ke adhik asthirataa te ashaavaan nuun kaabuu karada hai I,6,pan
ih shaw ate films com aa sakadia han|,6,pan
"kiu ki tusin usde class teacher hoo, mai mahisus kita ki ih sabh ton vadhia hovega jekar mai apni chinta tuhaade naal sanjhi karaan|",6,pan
"satmber 2012 vich, unhaa nuun adaalat di beizti da doshi whereya gya see|",6,pan
vishva vich hoo rahi ish uthal-puthal de bawajood ve bharati arthchara majaboot chal rahi hai I,6,pan
mai vade hunde hoe us baare bohut sunia hai I,6,pan
"jadon tak dilli haai court ne 2 july 2009 nuun sahimati den wale balgas wichkaar sahimat niji jinsi karwaia nuun gair-apradhak nahi banaya, tad tak bartania bastivadi sarkaar duara 150 saal purana paas kite ik kanun bharati dand sanhita di aspasht dhaara 377 di vyakhya anusaar samlingakta apraadhik manni jandi see|",6,pan
"nahi, shukar hai ki mai chakravat ton ik hafataa pahilaan hi ravaana hoo gai see.",6,pan
"ish ton ilava, ve kai dafatar han jo intersrashtirya sair- sapate de najiria ton zaroori han I",6,pan
"ish lai, mai mahisus kita ki usnoo sangeet vich dilachaspi honi |",6,pan
"bharat vich, beghatone cup ate aagaa khan tournament kos saalas de under shuruu hoe|",6,pan
hahaa! uh uhanaas nuun wadhu chakde han|,6,pan
ih ish tarhaa hai ki tusin aapne aap bakh bakh sujhaavaan ate jugts di varto kar ke vishe nuun hor dilachasap bana sakde hoo|,6,pan
per uh inhe mahinge nahi han jinhe tuun kahi riha hai |,6,pan
antarajati vyah ve ish act tahit register kithe jaande han.,6,pan
oh! ki hoo gya usnoo?,6,pan
prabhu de gun gan naal paapi nuun pashchatap mile jiga ish lai karma da sidhant ithe lagu nahi hunda I,6,pan
veda bharat dis sabh ton purania vadhia jaania jandias rachnavaan han|,6,pan
ate tusin kise club vich shaamil hoe hoo?,6,pan
ih pataa lagaana zaroori see ki punjab de sipahia vich comi azaadi nuun li ke kinna ku josh jag gya see I,6,pan
ajanta di gufa di tarah bagh gufawa ve ik lumbavat retila pathar te pahari de saamanhe khudi hoi hai ate ih baghani nadi de paar hai I,6,pan
"ih mannia-paramnia gya hai ki nesnal rural emploament garanti act (in.aar.i.g.aa) jo ki farvari 2006 vich lagu hoia see, ik shaandaar kamyaabi hai I",6,pan
"jekar bhumi sudhaar di roop - rekha computer te kari jandi hai taan zamin da naksha , roop - rekha di prakiria vich ban janda hai I",6,pan
"mouth kark jo paani de ranga- fung vich badlao lyande han, oh han sathagit hoi talajet, kaayi, rasayan padarth, dizolwad metar(DOM), thermal relies, jal naadi de paude,rogajanak padarth ate tel I",6,pan
uh prabandhaks col nahi jaavega per kimtaan te aasar bohut paavega|,6,pan
ki tere col koi bimaa ve nahi hai?,6,pan
1923 de kampatan prabhav ne hor saboot uplabadh karwaaye ki vishesh mapekhata nuun photone-electron khinda de partical jaaa kanas nuun varnan de maamle vich lagu nahi kita janda|,6,pan
"carporasion de agavai heth, bohut saare sailaani ghar, resort ate hotal kai sair-sapata cits ton sailania nuun anukulit karan ate gaided tour da prabandh karan lai com karade han|",6,pan
ih da doktori ate kaanooni pakh hai I,6,pan
"haa, uh prabandhaks di team vich ve hai|",6,pan
sangeet da sidha prasaaran hunda see ate ish naal kisa vachitar ban janda see I,6,pan
us nuun mai chad hi nahi sakda see I,6,pan
"hor ange ilaaj di varton nuun chad ke, radioscope nuun ik non-liecabel roop vich tabdil kar ditaa janda hai taaki galti naal koi radeoactivity naa nikal jeee prayog de vele I",6,pan
janam praman paper jaaa passport naal com hoo jaavega I,6,pan
inaams di chinta naa karo|,6,pan
"shastra da bada hisa 31 mouth raagaan vich vandia gya hai, harek granth raaga nuun lambai ate lekhak de anusaar up-vibhajit kita gya hai|",6,pan
bohut vadhia!,6,pan
"nakshe te khichia hoia ikaia nuun ik khaas chinh, ranga te naame ditaa jaavega I",6,pan
bechak| ajiha karo|,6,pan
"ihnas saare mapadndas lai suchakaa nuun jodde hoe, harek raj vich sahooltaan di guntata lai ik gunatamak gread banaya gya see|",6,pan
fikar naame kar doo tickets da prabandh hoo sakda hai|,6,pan
ki minuun ish di bajaae usnoo kise sangeet skuul vich dakhal karvauna chahida hai?,6,pan
registery di pratikria lada ate ladi nuun vyah da praman-paper milan ton bood samapat hundi hai I,6,pan
phir auna|,6,pan
samvedas inhan chune hoe ruucha da sankalan hai jo ki savaras te toh kar ke onha de prastavit chanda jaaa taluddh metre nuun rakh ke kitha gya hai I,6,pan
"murti ik tin ayami viswal chitra hai jo ravaiti sangari jiven ki miti, pathar, vasravics, dhaataan jaaa lakkad naal banaya janda hai|",6,pan
film vaasate us nuun unani bhasha sikhni pai ate dabing ve aapne aap kiti I,6,pan
chalo udikde haa ate dekhade haa |,6,pan
tusin kini der ton uthe rih rehe hoo?,6,pan
taareef karan lai dhannavad,6,pan
"puja jaaa prarthana de sthalaas de sandrabh vich,valesongo, kapitayan vich sanggar shabad da prayog karade han, jo ki char-vargi imarat darsounda hai jise di kandh vich khaali mori hai jo kapitayan vich sang hayang taia da chinh hai naame ki hindus jaaa buddha dharam di arka jaaa murtia I",6,pan
"ish samen, lahore fouj da mukhi robert montgomari see I",6,pan
ki uh hun thik hai?,6,pan
"ik saal pihals 6.7 percent de ulat hoo ke 9 satmber, 2022 nuun baink da karaj saal bhar saal uddh ke 16.2 percent hoo gya I",6,pan
ki tusin jande hoo ki anupam kher ve kashmiri pandit kabile naal sabandhat hai?,6,pan
"ik 32 kilometre lamba, tang baahri channal jhil nuun bengal di khaadi naal, moto pind de nede jodda hai I",6,pan
tusin ait karbha wale pfnut butter kuukies jaaa kito fat bomb chakh sakde hoo,6,pan
ih bohut madad karegi|,6,pan
bohut vadhia! vazife lai arzi kiven deni hai?,6,pan
"jetu umidwar ton us umidwar nuun vote transfar karna jo baahar nikal chukia hove, asambhav hai, ate jekar koi hove taan agali chinnhit tarjih da havaala ditha jaana chahida hai|",6,pan
ih vadhia khial hai I,6,pan
tuhaanoon ve maharashtra di sair zaroor karni chahidi hai I,6,pan
jachak ne kiha hai ki us ne bombay police naal jaanch vich puura saath nibhia hai per us nuun koi itaraaz nahi hovega jekar padataal si.bi.i kardi hai I,6,pan
mai sochia ki tusin kiha hai ki tuun 10 dinaas di chhuti li rahi hai|,6,pan
"khetra di uch barish, ostan lagabhag 10,000 millimetre (390 inch) ate ish ton uddh, uch bhuchal di gatividhi ate hadaan samet iko-cistum lai saoesyas paidaa kardia han|",6,pan
uh pravesh duaar te tuhaade tikakaran sartificets baare puchhnge IkirapA karke ish ton sambandhit kabaraan baare sawadhan rahoo.,6,pan
"waah, kini prabhavshali sakhshiet hai!",6,pan
isde ki fide han?,6,pan
"zaroor, kise ve sambandhit savala de maamle vich saade naal samparak karan vich jhijak naa mahisus karna I",6,pan
sabh ton nazadeeki dilli metro station peeli line 'te arjuna garh hai|,6,pan
ih bhu-vigyanak prakirias jiven ki cola ate petroleum duara paidaa kite balan di bajaae jaivik prakirias duara paidaa kite jaande han|,6,pan
"kirapa karke heths ditia thavaan vich apna khaata number, name, mobile number ate pataa baro|",6,pan
"gita de ish bhaag da samapan ik shaktishali aalokic drish naal hunda hai, krishna, arjun nuun aapne divyaroop, vishvaroop de darshan karavaunda hai, jise naal arjun de dil vich dar paidaa hoo janda hai|",6,pan
"sanwati hasal karan vich labh hai ki pahils jadon ik ton uddh tala hai taan uddh same lagada hai taale nuun hasal karan te kholan vich, duja ih ki sehi on wale bahis hor jatil hoo jaande han I",6,pan
"phir aseen ih kahi sakde haa ki sangeet dhune, iksurata, nuun ruzagaar den vaali sangitak rachna banaun lai sunonyog awaajaan ate wibreshna nuun vivsthit karan da hunar hai|",6,pan
ih shuruu vich 7.5 lakh ate bood vich 15 lakh dikha riha hai|,6,pan
"woolwich barakales companie de smooh vich shamal hoia, ate woolwich naame adhigarihan ton bood rakhia gya I",6,pan
saanuun saria nuun pataa hai ki jo viakti chonas vich apna vote pounda hai us nuun voter kihande han I,6,pan
"lopes da diiva hai ki oh ve bodhadha shabd di varton karade san, halanki vidawan richard kohen da kahina hai ki ih shabad di varton siraf baahri locals duara bodhia da varnan karan lai kiti jandi see I",6,pan
"jeee 30 dinaas de under koi ve ish ganjod te itaraaz nahi karada hai, taan ki vyah nuun sampuuran kita janda hai?",6,pan
ih ik anti diprasant de for 'te com karada hai|,6,pan
"zaroor, tusin ki lena chahonge ?",6,pan
bharat ik bohut bhanta ate bhinnata waala desh hai I,6,pan
ih noodle te adharit arunachal pradesh da pakvaan hai ate ish di sangari daala ton li ke kise prakaar de meet hundi hai I,6,pan
"inhan reports de adhar te bi.asa.in.l ne apni puchh- tachh kiti local si.l.aai de number te gal kar ke , 0281-3041000 I",6,pan
cripa karke batho,6,pan
awchha I mai jadavpur university vich vidyarthi haa I,6,pan
ki mai ih safsht kar ditha hai?,6,pan
water bellans da hisaab laun lai thoranwhite and mather modal da upyog kitha janda hai I,6,pan
tuhaanoon ish gal hai dhiaan rakhana paega ki tuhada passport ghato-ait 6 mahinia lai tuhari bharat vich an di miti ton jaij hai I,6,pan
"jekar koi fark hai, jiven ki koi nuksaan hunda hai, taan sarkaar ishnoo sahin karegi|",6,pan
2.0 metre prati skint ton uddh di hawa de naal koi ve pradarshan ricard udeshs lai nahi ginia janda hai|,6,pan
"mai dekh riha see ki bharatia, chinia, ate duje locals nuun sudkhya den di bajaai, ih adhikari uhanaas nuun pareshaan karan 'cha lage resinde san|",6,pan
yashu phir valmiki nuun raj nuun panch saal tak sikhilai den lai kahinda hai taan jo uh bantu wang kaabal ate see i o bane|,6,pan
"up-dhaara (3) de anusaar, ajihi arzi praapat on 'te, samarath atharty, likhti roop vich adesh de ke, doven dhirs nuun suinn da muka den ton bood, ate case de halaataan baare sankhep puchh-gichh karan ton bood jaaa taan ajihi ijazat de sakadi hai jaaa inkaar kar sakadi hai, jiven uh thik samajhan|",6,pan
"sahib, ish vich jiadas samaa nahi lagega, dasatavezaan nuun bhejn naal hor arzia mile sakadia han|",6,pan
"usnoo apni pasand 'te bahutaa yakin nahi hai, ish lai uh ish vele ishnoo azamauna chahundi hai|",6,pan
"janaab, saade pind nuun peen waala saaf paani nahi mile riha|",6,pan
"niryat di sahoolat lai, center sarkaar duara aim ai di see ambad vikhe ik kantaner mal station shuruu kita gya see|",6,pan
"sahib, kirapa karke counter number doo 'te jaao|",6,pan
"he, mera ik chhota jiha raj hai jisda mai anusaran karada haa|",6,pan
ansecharated fats oh hunde han jihde aam wapamana te taral rihande han I,6,pan
"sanjami patjhad jungle biomas ped-paude de smooh han jo ki uttari ate ngkhani america, asia, himalaya dis ngkhani kolanas, europe, ate oshania vich kheti de udishs lai vanday gaye han I",6,pan
"guru granth sahib di shuruvat japji sahib naal hundi hai, dasam granth di shuruvat jaap sahib jaaa japu sahib naal hundi hai I",6,pan
ih udon tak thik hai jadon tak uhanaas nuun pahilaan hi suchit kita janda hai|,6,pan
"bharat da ji.di.pi vikas, 2015 vich janvari-march de doran 7.5% see, jise de mukaabale chin da 7% , jo bharat nuun sabh ton tezi naal vadhadi hoi arth- vivstha banaundi hai I",6,pan
ish sahaj prakria naal sevkai dailivari di gati vich wadha hoia hai ate samajik gile ait dekhan nuun mile han I,6,pan
jekar tuun chahunda hai te meri zindgi 'te chutakle mar sakda hai|,6,pan
atharha pradeshs ate raja vich 46 lakh ton uddh parivara nuun biometric samarat card jari hoo chuke han I,6,pan
ih bazar de viti prabhav ton senior nagariks nuun bachaun lai banai gai hai|,6,pan
jine-paal akaesu de khilaaph faisle ne balaatkar nuun jangi apraadh vajon sthapit kita|,6,pan
ki tuun kade calendar dekhia hai?,6,pan
"pachhan lai, tusin apna aadhar card, jaaa apni voter ai.di jaaa passport di kapi pesh kar sakde hoo.",6,pan
"haa, soo ohnu dekhan di koshish kario, per samen kaaran thoda mushakil hai",6,pan
goa vich doo vishva viraasat jagaha han: bom jisas basilica ate purana goa dis girjaghar te kanwent I,6,pan
oh dekh ke bohut changa lagia,6,pan
hello! mera agle mahine vyah on waala hai I,6,pan
ih ik bohut rangin jhaaki hundi hai|,6,pan
bilkul! vaastukla ik bakhri kism di kala hai; ih buniadi dhanche banaun di kala hai| ki mai shi haa?,6,pan
"minuun 1,00,000/- rupee kattawaun di lod hai|",6,pan
"madam, tuhaade lai, saanuun tin dasatavez lagange I",6,pan
"wartak, drama ate kawitaa uh tin pramukh shaylia han|",6,pan
minuun bharat lai sailaani visa chahida hai I,6,pan
air gana lambi banduk (air ritil) ate handgan (air pistal) dovan roopas vich oundis han|,6,pan
bhaaven ki ih gali uttari bharati bhojan vich muharat praapat kardi hai phir ve hor bharati pakvaan ve ish ilaake vich milade han I,6,pan
"baroongi-kunika di asthai for 'te band keeti chauki nuun todan di di koshish vich onha ne pathar, bottle ate lakkad de tukde poland simaa sipahia te sute ate pher simaa di nuun todan di koshish kiti I",6,pan
"mai kos mint cha tiar hoo jawangi , umeed hai ki udon tak cab pahunch jaavegi|",6,pan
"janaab, mai uthe da sarpanch haa|",6,pan
"mudng har padhar di scuba dawing lai changa hai,ate coral rif kai niraali rangin kisma di machhia da ghar hai I",6,pan
"marshal art, tiraqi, cricket adi kujh vadhia kheds han, uh koshish kar sakda hai|",6,pan
ish vich tuhaanoon saare dasatavez mile jange I,6,pan
ih sabh shaandaar vikalp han,6,pan
"adhinna de anusaar, live shastri sangeet sunna bachya vich skaratamak bhavnavs paidaa karada hai|",6,pan
bharat da poorak dawa-daru de khetra vich faida hai ate oh ish khetra vich vishva leader ban sakda hailli,6,pan
naa hi siraf inhan di lat lag sakadi hai per ih dimag te ve galat prabhav pounde han I,6,pan
"uh kihade kalaj han, jo web dizining vich diproma course karavaunde han?",6,pan
"2007 vich, marsia anjil, neu england jarnal aaf medicine di saabaka sampadak-in-cheef ate harword medical skuul vich samajik dawai di lekcharar, ne germany bhaasha di saptahik nioose magazine, steran vich kiha ki estera zenika de vigyania ne aushadhi di nipunnata upper apni padchol di galat peshkari kiti hai, ih kahinde, ""sambhavat for 'te tulanatamak khuraks [harek aushadhi di] di varton karan di bajaae, company de vigyania ne uch khuraks vich neassium di varton keeti.""",6,pan
ji.pi.ail da mouth prayog hai ki oh softwar nuun nagarik lasans pradaan karee I,6,pan
"mera naame debender hai, ate mai khed club vich shaamil hoya haa|",6,pan
ih asal vich 2 dinaas di hailite see ate din bhar khedi gai see.,6,pan
bakh bakh raajan di pratinidhta baare ki hai?,6,pan
uhanaas col poore bharat vich aapne netvarak de adhin 500 ton uddh hospital han |,6,pan
ruko! minuun hune ahisas hoya ki tusin kiha ki ih tuhari pahili sarak yatra hai|,6,pan
"aadhunik films kai bhashaavaan vich tub kitia jandias han, jise naal poore bharat vich film andolan ban janda hai I",6,pan
amari II-bi kaal de miti de baratnas naal tajia carbon-14 datings ate shailegat tulana darsoundi hai ki pahile doo faijan nuun poorav haspa dholvira sabhiachar da name dena chahida hai ate ish tarhaa punar mitikran 'cha injh karna chahida hai: stage- I (see. 3500 - 3200 bisii) ate stage II (see. 3200 - 2600 bisii) |,6,pan
"kailasnath ik shaandar gupa mandir hai, jo ki ellora dis 34 prachin guphawaan vichon ik hai.",6,pan
ki mai bohut let haa?,6,pan
"ish islamic asthan vich kul 50 bahubhuj thamh, uchia minaars, ate adbhut katars han.",6,pan
uttar-pattmi bharat ton pakistan vich jan wale sindh marg da name sanskrit samikaran sindhu ton milia hai|,6,pan
hun rab di kirapa naal haulli haulli thik hoo riha hai|,6,pan
phir minuun lagda hai ki ih bahitar hovega jekar tusin kallh lai chhuti li lavo|,6,pan
"karnataka de pattdkal vich, 7 ve ate 8 ve sadi de mandira de smooh, uttar te daksini tor de prasidh roop nuun jodda hai, ihole de saman, jise vich hun ve apsidel chitia haal-kism dis yojnavs han I",6,pan
ki tuhaanoon ish baare koi sankalp hai ki ih hor kini der tak dalega ?,6,pan
"agle saal lai, mai siraf ik hi li sakadi haa",6,pan
tuhada suagat hai|,6,pan
mai ishnoo hune tuhaade whatsaap te bhejia hai|,6,pan
ih shaandaar hai!,6,pan
"tuhaade baare ki, tuhada kihda kerala pakvaan sabh ton pasandida hai?",6,pan
per mai siraf sabh ton mashur wale gin rahi hai,6,pan
ki tusi sachamuch sochde hoo ki uh minuun football jari rakhan lai utshaahit karnage?,6,pan
jaaa phir mai aan line araji de sakadi haa?,6,pan
"ih taan hai, per sarak yatravaan 'te, adhi chhuti sarak 'te hi langh jandi hai |",6,pan
