text,label,Language,trans_lan,Translated_text
2015il indet tokhildurai indiavinku anniyach selawaniyak perduttant varwaii 16.94 billion dollars.,7,tam,2015இல இண்டித தோகில்துரை இந்தியாவீந்கு அந்நியச செலாவானியக பெர்துத்தம்த வர்வாஈ 16.94 பில்லியன் டாலர்.,"By 2015, India had an overall debt of around Rs. 15.94 billion in the wake of the global financial crisis."
"ajantaill ullvai bonthe bag kukaikas, bhagani yennum paruekal nirodin kurukke amaint woru kundain munbhagudiil ull chenguddana manakal bharailrundhu dhondi edukoppattanu.",7,tam,"அஜந்தெல் உல்ல்வாஈ போந்தே பேக் குகைகாஸ, பகநீ யென்னம் பருஏகல நிரோதீந குருக்கே அமைன்ட் வோரும் குண்டென் முன்பாகுடீல உல்ல் செங்குத்தாநா மாநகல பரைல்ருந்து தோண்டி எடுகாப்பட்தநு.","Ajanta Caves, one of the oldest historical places in Aurangabad are known popularly for their cave paintings and Buddhist sculptures."
"immanilatil surdulaukkendu woru tanit turai ulldu, atu 1969il amaicopattatu, eninu surdulawe ukquibpathaskana maharashtriya manilach surchaula valarchic kangam (emtitisi) enum arasu niruvanum 1975il niruvappattatu.",7,tam,"இம்மனிலாதில் சுர்துலாக்கேம்து வோரும் தநித துரை உல்ல்டு, அது 1969இல அமைகோப்பட்டாது, ஏநீநும் சுர்துலாவே உக்குணப்பதாஸ்காநா மகாராஷ்டிரீய மனிலாச ஸுர்சஉலா வலார்சிக் கங்கம் (எம்திதிஸீ) இனம் அரஸும் நிருவனம் 1975இல நிருவாப்பட்டாது.","The Salankayanas were an ancient dynasty that ruled the Andhra region between Andhra and Maharashtra in 1975, while the Maharashtra State Council (MSCE) was established in 1977."
"india parant samayab banpattup bharambariamum palverupatt iyaiakaich subarulat dalangalum konduudal subarulat turain apar valarchiku waifulap pelllldu, eninu ulagach surchaula suanilis opitumbodhu itu woru chiru bangu than.",7,tam,"இந்தியா பரண்ட் ஸமாயப் பன்பட்டுப் பரம்பரியாமும் பால்வருப்ப இயாபகீச சுபாருலத் தலாங்கலம் கொன்டூடல் சுபாருலத் துரைன் அபார வலார்சிகு வைபுலாப பெல்ல்டு, ஏநீநும் உலகாச ஸுர்சஉலா ஸுனிலிஸ் ஓபிடம்போது இது வோரும் சிரும் பங்கு தந.","India's rich cultures, coupled with its own technological knowledge, has a rich historical heritage of its own and strong foundations in western biomedical sciences."
"subarulat turai ulagalvil 20aam nooxantin micub pery tokhilturaiyag uruveduttatu, atu 21aam nooxantil innum vegamak valarchi kanum enllum ganixpadukintu.",7,tam,"சுபாருலத் துரை உலாகால்வில 20ஆம் நூஜாண்டின் மிகப் பெரி தோகில்ச்சுரையாக் உருவேதுத்தாடு, அது 21ஆம் நூஜாண்டில் இன்னம் வேகமக வலார்சீ கநும் என்ல்லம் கநிக்ஸ்பதுகிம்டூ.","The earliest occurrence of extramarital sex by men is in the 20th century, which is why it is extremely rare for women to revert to their ultraviolet form."
"surchaula namaku woru toddil, anal bhayaniluku ovvoru subaulap payanmum woru malarum nineu.",7,tam,"ஸுர்சஉலா நமாகு வோரும் தோத்தில், அநல பயாநீலுகு ஓவ்வோரு ஸுபௌலாப பயாந்மும் வோரும் மலாரம் நீந்யூ.","Although svarna is a different type of art, each art is a different type of art."
"bhayan aavanakalil katvuch sittu, visa, nanayach sandidal alltu katvuch chitle nanay uruti meloppam, bayanak kappedu, varuman vari arikkis, udalnalach sandues bhonrowai atankum.",7,tam,"பயண ஆவாநாகலீல கடவுச ஸீத்தும், விஸா, நாநாயாச ஸம்டிதல அல்து கடவுச சித்ல் நாநாய உருதி மெலோப்பம், பயாநக் காப்படு, வருமான் வாரி அரிக்கிஸ், உதல்னாலாச ஸண்டூஸ் போன்ரோவாஈ அடம்கம்.","Loans for pre-harvest and post-harvest activities cover spraying, weeding, harvesting, sorting, grading and transporting of their own farm produce."
"ellora thiruvila, pune ganech panticy, karapuri thiruvila, murudil (raigarh) paryatan maka ursavam akhiyawe ivartl chil thiruvilaxs.",7,tam,"எல்லோரா திருவிலா, பூனே கணேச பாண்டிசி, காராபூரி திருவிலா, முருதில (ராய்கட்) பர்யாதன் மகா உர்ஸாவாம அகியாவே இவார்த்ல் சில திருவிலாக்ஸ்ஸ்.","Some of the important rivers are Ganga, Brahmaputra, Gangadhar's Pedavegi, Kailasanath Temple, and Umma (Ramayana)."
"intak kangatin meghbarvail, bhayanis tanguvathekum takhaval taruvatajkum valiqattyuten suharippark arbadu seyvathekum erauman bhayanier vidutis, oyvagangs manllum hotels pal subarulat dalankalil seyalpadukindena.",7,tam,"இண்டக கம்காதீந மேக்பர்வைல, பயானிஸ் தங்குவாதேகம் தகாவல தாருவதஜ்கம் வாலிகாத்யுதேந ஸுஹரிப்பார்க் அர்பாடு ஸேய்வாதேகம் இராமான் பயாநியர் விதுடிஸ், ஓய்வகங்ஸ் மன்லும் ஹோட்டல் பால சுபாருலத் தலம்கலீல ஸேயல்பதுகிம்தேனா.","In addition, the Confederacy of the Confederacy set up a centerpiece of the Confederacy, the Royal Centotaphs, the Seven Dwarfs and the Seven Dwarfs are also available in the tourist homes, resorts, and hotels."
itu sadakamagaum irukalam badakamagaum irukalam.,7,tam,இது சதாகாமகம் இருகலம் பதாகாமகம் இருகலம்.,It is the savior of the future.
"ditamidudal manllum kaddupattu arbadus illavital, surchaula valarchi nindfoi samuk, kalachchar, poruladhar batipugans erbadutalam, itu subaulap bhayanilukum ullur malukum itieyana ulvil pratifalikkum.",7,tam,"திதாமிடுதல் மன்லும் கத்துப்பட்டு அர்பாதுஸ் இல்லவிதல, ஸுர்சஉலா வலார்சீ நீந்த்போய் ஸமுக, கலாச்சார், போருலாதர பதீபுகன்ஸ் எர்பாதுதாலாம், இது ஸுபௌலாப பயாநீலுகம் உல்லுர் மலுகும் ஈதீஏயாநா உல்வில ப்ரதிவாலீக்கம்.","Tourism planning and conservation efforts will reduce the scope of tourist interest in the region, including culture, heritage, and socioeconomic development, which will be reflected in the relationship between tourists and local people."
kalli enum matippues panch buddharai alltu panch rattina kuripatak ulsana.,7,tam,கல்லி இனம் மதிப்பூஸ் பஞ்ச புத்தராஈ அல்து பஞ்ச ரத்தினா குரீபதக உல்சநா.,The Buddha cites this illustration of fire and adds that the Buddha cites this illustration of fire.
"killekke kavanikyil, padam, pasi, minyong, bogar manllum anaiyawai ullitt pal adi udgotras ulsana.",7,tam,"கில்லேக்கே கவாநீகீல, பதம், பாஸி, மின்யாங், போகர் மன்லும் அநையாவாய் உல்லி பால ஆதி உட்கோத்ரஸ் உல்சநா.","Litti are mainly made of wheat, cotton, sugarcane, pearl millet, finger millet, sorghum, and millet."
airopeaa kalaniyavadihas arasu alltu madatingu arppanitt tangas patietupbuk kurikols uruvgapadutum vaqail woru kdditak kalaiys uruvakiner.,7,tam,ஐரோபீஆ கலானியவாதீஹஸ அரஸும் அல்து மதாதிங்கு அர்ப்பநித்த தங்கஸ் படியேடுப்புக குரிகோல்ஸ் உருவ்கபடுதம் வகில் வோரும் கட்டிதக கலைய்ஸ் உருவாகினர்.,"The European colonizers created an architecture that symbolized their mission of conquest, dedicated to the state or religion."
"bhajan, janan, manllum ragangs, rangila saubadi bhonrowai charnt oriya patals bharambariya mellisai enpatak vakipaduttapadukindena, ews oriya isail mukiya angamak irukkinsona.",7,tam,"பஜன், ஜாநந, மன்லும் ரகங்ஸ், ரங்கிலா சௌபாதி போன்ரோவாஈ சார்ன்ட் ஓரியா பாடல்ஸ் பரம்பரீயா மெலீஸாஈ என்பாதக வாகிபதுத்தபடுகிம்தேனா, இவ்ஸ் ஓரியா ஈஸீல் முகீயா அம்கமக இருக்கின்சோனா.","Bhajan, Janan, and Oriya songs based on ragas, Rangila Chaupadi, etc. are grouped under light classical music, which forms an important segment of Oriya music."
avritu asadharan chadanilum avadhuton avarut pariya ilatsiya nokkum toharkalin pugalche onduserndu indet dakkatai erbaduttirukalam.,7,tam,அவ்ரிது அஸாதரண சதநீலம அவதுடன் அவருத பரியா இலாத்ஸியா நோக்கம் தோஹர்காலீந புகல்சே ஆண்டுர்ன்டு இண்டித தக்காட்ய் எர்பாதுத்திருகலம்.,"His extraordinary achievements, coupled with his own ineffable sense of destiny and the flattery of his companions, may have combined to produce this effect."
kumer ferarasin kalandpattu compodiaill ganga punidamagak karudapadukintu.,4,mal,കുമേര ഫേരാരസീന കലാണ്ട്പത്തു കോംപോദിഐല്ല ഗംഗാ പുനീദാമാഗക കരുദാപദുകീന്തു.,"The Bagh caves, like those at Ajanta, were excavated on a perpendicular sandstone rock face of a hill across the seasonal stream of Baghani."
"goavin oppanike katcil dipasthampam, silurai manllum kote motnee, adait doderndu woru rathmum eduppagak gattapadutan mulam atu math nallinakaddai welipadudhuatak amaindulldu.",7,tam,"கோஆவீந ஓப்பநைகே கேட்சில் தீபாஸ்தம்பம், சிலுராஈ மன்லும் கோட் மோத்னீ, அடைய்த டாடர்ன்டு வோரும் ரதமம் எதுப்பகக கத்தாபாடுதன் முளம் அது மத நல்லிநாகட்டாய வெலிபதுதுஆதக அமைந்துல்ல்டு.","The tableau of Goa showcases religious harmony by focusing on the Deepastambha, the Cross, and Ghode Modni followed by a chariot."
"avar ind vivkarattap basari aivusaitu 'micho inge isrel?' (""micho alltu isreli?"") (2004) enjh buddhakata esudinar.",7,tam,"அவர இண்ட் விவ்கரத்தாப் பஸரீ ஐவுஸஎய்தும் 'மிகோ இஞ்சு இஷ்ரெல்?' (""மிகோ அல்து இஷ்ரேலீ?"") (2004) என்ஜ் புத்தகதா எஸுதினார்.","He wrote the book Mizo Nge Israel? (""Mizo or Israeli?"") (2004), exploring this issue."
bodhwana adi india iraniya mofiilrundhu clybrind ved sanskrudam manllum katha avestan monoigalin mikhat donmayana padivues kufippitttakk vaqail ott vatiwil ulsana.,7,tam,போத்வாநா ஆதி இந்தியா இராநியா மோஃபீல்ருந்து கிளிப்ரிந்த் வேத ஸம்ஸ்க்ருதம் மன்லும் கதா அவெஸ்டன் மோனோய்கலிந மிகத டோன்மாயநா பதீவ்ஸ் குஃபிப்பித்தக் வகில் ஓட் வாடிவில் உல்சநா.,The Buddha cites this illustration of fire and adds delicate nuance and substance to the sacred symbolic universe of the Jains of India and Indus.
"tennindaill, simmavishnuin atchi thottu nilavia pallavar yugam (poa 575 - poa 900), tennindiach samuhatin varaladduk katt mallchum erbadukis kalamaghat digahandatu, atil niniuch chinnas katoppattanu, alwar manllum nayanmar (bhakti) samay udbrivues niliberrechuna, sanskrudam gagapikkum grampputt pramnak galvickutas uruvaki valarndana, manllum palveru ina makalum vasikkum prandhyatts allum chakarvarti adchimurai niruvappattatu, itu avaravarin banpadu manllum inat talaivan kont vevveru ina makas prantya ritiyagap brickcapattrunth pallavaruku-mundaiy yugatai mudioukkuk kondu vandatu.",7,tam,"டெனின்டெல், ஸீம்மாவிஷ்நுயின் அத்சீ தோட்டு நீலாவியா பல்லவர யுகம (போவா 575 - போவா 900), டெனிந்தியாச ஸமுஹதீந வரலட்டுக கத மல்ல்சும் எர்படுகிஸ் கலாமாகா திகஹாந்தாது, அதில நீநீஉச சின்னஸ் கேடாப்பட்தநு, ஆழ்வார் மன்லும் நயந்மார் (பக்தி) ஸமய உத்பரிவுஸ் நிலிபெர்சுநா, ஸம்ஸ்க்ருதம் ககபீக்கம் கிராம்ப்புத்த ப்ரம்நக கால்விச்குடாஸ் உருவகி வாலார்ந்தநா, மன்லும் பால்வேரு இனா மகலம் வசிக்கம் ப்ரந்த்யாத்த்ஸ் அலும் சகர்வர்தீ அத்சிமுரை நிருவாப்பட்டாது, இது அவரவாரீந பன்படு மன்லும் இநத் தலைவன் கோண்ட் வேவ்வேரு இனா மகாஸ ப்ரம்த்ய ரீதியாகப் பிரிக்காபட்டிரம்த பல்லவருகு-முண்டாய யுகதய் முதியோஉக்குக கோண்டு வந்தாது.","In the United Kingdom, the term Sanggar was derived from the Sanskrit root Yuj, meaning to join the Sanskrit roots of the Yuj, the Cross, or to the Sanskrit roots of the Yuj, or to the Western gods of the Sanskrit Sutra, which forms later associated with the Sanskrit expression Sanggar."
"20aam nooxantil oriya mohui ilakkium badaitt chilarin peyarkas: kotabarish mahabhadra, kalindi charana panigrahi, kanu saran mohanti (1906-1994), kotabarish mishra, gopinath mohanti (1914-1991), sacchidanand rautre (1916-2004), sitakant mahabhadra (bitapu: 17 september 1937), surendra mohanti, manoj das, kishori saran das, ramakantha rat (bitapu: 13 december 1934), pinapani mohanti, jagadish mohanti, sarojini chahu, rajendra kishore banda, padmaja pal, ramachandra behara, pratibha satpati, nandini chahu, manllum debaraj samandare.",7,tam,"20ஆம் நூஜாண்டில் ஓரியா மோஹஇ ஈலாக்கியம் படித்த சீலாரீந பேயர்காஸ: கோடாபரீஷ மஹாபாத்ரா, காலிந்தி சரநா பானிக்ராஹீ, கநு ஸரண மொஹந்தீ (1906-1994), கோடாபரீஷ மிஷ்ரா, கோபிநாத் மொஹந்தீ (1914-1991), ஸச்சிதாநம்த ரோத்ரே (1916-2004), ஸீதாகாம்த மஹாபாத்ரா (பீதாபு: 17 செப்டம்பர் 1937), சுரேந்த்ர மொஹந்தீ, மநோஜ தாஸ், கிஷோரீ ஸரண தாஸ், ரமாகாந்தா ரத் (பீதாபு: 13 டிசம்பர் 1934), பீநாபநீ மொஹந்தீ, ஜகதிஷ மொஹந்தீ, ஸரோஜினி சாஹு, ராஜேந்த்ர கிஷோர் பண்டா, பத்மஜா பால, ராமசம்த்ர பெஹரா, ப்ரதிபா ஸத்பதி, நந்திநீ சாஹு, மன்லும் தேபராஜ ஸமாம்ந்தாரே.","The 19th century CE was the first literary preacher of the 20th century: Sumbli Mahadevi, Dakshina Mufti, Kirat Singh Mahadevi, Hari Singh Mahadevi, Bishnu Prasad, Ram Prasada, and Bittu Mahadevi."
"islamier ant bengalam dalisirent paruddi adies manllum pudavaikalin ushpattikup peyarbervrundatu, atil jamdani kufippittakkadu, athangu mughalay araswailrundhu kolmudal korikis vandana.",7,tam,"இஸ்லாமியர் அம்த வங்காளம் தலிஸிரெண்ட் பருத்தீ ஆடிஸ் மன்லும் புதாவைகலின் உஷ்பத்திகுப் பேயர்பர்வ்ரந்தேது, அதில ஜம்தானி குஃபிப்பித்தகாடு, அதாநகு முகாலய அரஸ்வைல்ருந்து கொல்முடால கோரிகிஸ் வம்தநா.","Islamic Bengal was noted for its production of the finest cotton fabrics and saris, notably the Jamdani, which received warrants from the Mughal court."
"kibe 797il (alltu, satiyamak kibe 801il) baghtadin appasiya khalipha haroon ar-rasheed manner charlomenuku abul abbas enjh peyaritt ore aciya yanaes ""taniveupatt woru pramandaman"" neerk khatikartes parichak anupinar.",7,tam,"கிப் 797இல (அல்து, ஸதியமக கிப் 801இல) பாக்தாதின் அப்பாஸியா காலீபா ஹரூ ஆர-ரஷீத் மன்னர் சார்ளோமினுகு அபுல் அப்பாஸ் என்ஜ் பேயரித்த் ஓர் அசியா யான்ஸ் ""தாநீவேஉப வோரும் ப்ரமாம்ந்தமான்"" நிர்க் காடிகார்ட்ஸ் பரீசக அநுபீநார்.","In 797 BCE (approximately, surpassing the 795 BCE) a German-language weekly newsmagazine, Aruba Alleza-billed was published by Eric A. Rohlfing-billed in 795 BCE."
"nall samuk andastll british pengal vegu kuraivagave irundaner; 1785il kanpuril irunth aruvaisikichi nipunar jaan stuart tanatu chakodararukku ivvar esudinar: ""ingll pal pengal ladkat hillil ull milliors katikalch sernt inches mangis, an chiller govant garden manllum oldu truri [18aam noorthandu londonil villimadhukkaluku nangarioppatt itangs] bakudilch serndavarlagak kuta irukkinowner.",7,tam,"நல் ஸமுக அண்டாஸ்தல் பிரிட்டிஷ் பென்கள் வேகு குரைவாகவே இருந்தனெர்; 1785இல கான்புரில் இருந்த அருவிஸீகீசீ நீபுநர் ஜான் ஸ்டூவர்ட் தநாடு சகோதராருக்கு இவ்வார எஸுதினார்: ""இங்க பால பென்கள் லட்கத ஹில்லில உல்ல் மில்லியர்ஸ் கதீகல்ச் செர்ன்ட் இஞ்ச் மம்கிஸ், அன் சிலர் கோவம்த கார்டன் மன்லும் ஓல்டூ ட்ரூரீ [18ஆம் நூர்தாண்டு லண்டோனில வில்லிமதுக்கலுகு நங்கரியோப்பட் இடாங்ஸ்] பகுதில்ச செர்ந்தவார்லாகக கூட இருக்கினோனர்.","British women of good social standing were scarce; in 1785 surgeon John Stewart wrote to his brother from Cawnpore: ""Many of the women here are mere adventuresses from Milliners shops on Ludgate Hill and some even from Covent Garden and Old Drury [well-known areas of prostitution in late 18th century London]."
itafu veroru itttil arrpatrundhallum gangail astiys karaibpadan mulam vimochana pesalam.,7,tam,ஈடாபும் வெரோரும் இட்டில் அர்ர்பத்ரஉந்தாலும் கம்கீல் அஸ்திய்ஸ் கர்ய்ப்பதன் முளம் விமோசநா பேசலம்.,"While singing is a different type of art, it is also the art of arranging audible sounds."
"1989 diananmen chatukk gootup badukolai, talaivar mao jetangin kalacharap purdsi, hanggongil makalatsikkan borotam, jingiyang manllum tibetal nilaum inab puchals akhiyawe udpat, churchikuriyane endu china karuthum talibbugaluku intak kddurikes sicipbuk kawnam alittana.",7,tam,"1989 தீஅநாநமந சதுக்க கூதுப படுகோலாஈ, தலைவர மாவோ ஜேடாந்கீந கலாசார்ப் புர்த்ஸீ, ஹேங்க்கோங்கில் மகலத்சிக்கன் பொரோதம, ஜிங்கீயாம்க மன்லும் திபெத்தில நீலாம் இனாப புசல்ஸ் அகியாவே உதபத், சர்சிகுரியாநே எண்டு சீனா கருதும தாலிப்புகலுகு இண்டக கட்துரிக்ஸ் சிசப்புக கவனம் அலித்தனா.","In 1989, the Government of Hong Kong, the former Hsien Yin Peng, the president of the Hong Kong Civil Service Association, and the former Minister of State for the Civil Service, Hao-ching Peng, the Minister of State for the Civil Service, and the Minister of State for the Civil Service, were among the few Chinese citizens who were injected by the security forces."
british mudiarasrin uruvppattisqup patilak ashokain singh stupa vaicoppattatu.,7,tam,பிரிட்டிஷ் முதியாரஷ்ரீந உருவப்பட்டிஸ்கப் பாதிலக் அஷோகைன் சிங் ஸ்தூபி வைகப்பட்டாது.,The British Epoch was also interpreted as the symbol of the British Epoch.
ditamitapatt turam 12 kilometre (7.5 mile) eneum nilachandin valiyakak kalwai vetti gastrion manllum harmion valaikudass inippate its nogkum enllum mutt flaini gurinar.,7,tam,திதாமீதப்பத துரம் 12 கிலோமீட்டர் (7.5 மைல்) இனியம் நீலாசம்தீந வலீயாகாக் கல்வாய் வெட்டி கேஸ்ட்ரியன் மன்லும் ஹார்மியான் வலீகுதாஸ் இநிப்பதே இட நோக்கம் என்ல்லம் முத்த ப்லைநீ குரிநார்.,The aim of the third level is to reduce by 12 km (7.5 km) from Earth's surface to a 32 km (7.5 km) by the hour of Mayagonian Islands and the Hull of Hlaing Tharmin.
"arthashasthratin pati, woru swarnam alltu karsham 80 rattilukkuch samam (adavatu 1 masha = 5 rutti enum taranilin adippatail).",7,tam,"அர்தாஷஸ்தராதீந பதி, வோரும் ஸ்வரநாம் அல்து கர்ஷம 80 ரத்திலுக்குச் ஸமம் (அதாவ்து 1 மாஷா = 5 ருத்தீ இனம் தாரநீலீந ஆதிப்படைல்).","According to Arthashastra, one svarna or karsha was equal to 80 rattis (based on the 1 Masha = 5 Ratti standard)."
"amri II-bhi kaalaktt manpandangans sameepatil chi14 kalakkanippues manllum vativeu oppeedugaluku udbadutdhya podhu, muthal erandu kaalaktangass harrapavuku mundaiy dolaveyrap banpadu enab peyariddu finwarumaru kaal variyarai seyy wants endu atu gattiyadu: kaalaktam 1 (chu. kimu 3500 - 3200) manllum kaalaktam 2 (chu. kimu 3200 - 2600).",7,tam,"அம்ரி இஇ-பீ காலக மன்பாந்தன்கன்ஸ் ஸமீபாட்டில் சி14 கலாக்கநிப்பூஸ் மன்லும் வாடிவேஊ ஓப்பீதும்கலுகு உத்பதுத்த்யா போது, முதல எராண்டு காலக்தங்கஸ்ஸ் ஹரப்பாவுகு முண்டாய தோலாவிராப் பன்படு இநப் பேயரீத்தும் பின்வருமாரு கால வரியாராஈ சேய வேண்ட்ஸ் எண்டு அது கத்தியது: காலக்தம 1 (சு. கிமு 3500 - 3200) மன்லும் காலக்தம 2 (சு. கிமு 3200 - 2600).",Recent C14 datings and stylistic comparisons with Amri II-B period pottery show the first two phases should be termed Pre-Harappan Dholaviran Culture and re-dated as follows: Stage I (c. 3500 - 3200 BCE) and Stage II (c. 3200 - 2600 BCE).
"vadakke sinap patietuppugalait taduppatil seonnu mongoliarkanum (mongoliya samrajum, jungar kanat) durukkiya makalum (muthal durukkiya kakanat, yuggur kakanat) bangu vakittanar endu rushiya varalarshasirier lev kumilev esudinar.",7,tam,"வாடாக்கே சினப பட்டிதுப்புகலஐத் ததுப்பாதில் சியோன்னு மங்கோலியார்கனம் (மங்கோலியா ஸம்ராஜும, ஜங்கார் கநாத) துருக்கியா மகலம் (முதல துருக்கியா காகனத, யுக்குர் காகனத) பங்கு வகித்தானார் எண்டு ருஷியா வரலார்ஷஸீரியர் லேவ குமீளேவ் எஸுதினார்.","The Indonesian pharaoh (Indonesian svarna, Zarathustra) and the Tatmadaw (East African pharaoh, Ummaranian ragas) were also reported as the main threat to the Indonesian economy."
chandancha/chandamsa (kottum tel ull naragam): adhdhiavasiyat devain nirppandam inchesi pramnaridom kalvadupower alltu veroruvaridom nakaikalayo dangatayo thirudupower ind naragatiskuch selwar endu bhagavat puranamum devi bhagavatmum kufipidukindena.,7,tam,சந்தன்சா/சந்தமஸா (கோட்டம் தேல உல்ல் நாராகம்): அத்தியாவஸியாத் தேவீந நிர்ப்பந்தம் இஞ்சேஸீ ப்ரம்நாரிடம் கல்வாதுபவர் அல்து வெரோரவாரிடம் நாகைகலயோ தங்கதயோ தீருதும்பவர் இண்ட் நாரகதீஸ்குச ஸேல்வார் எண்டு பகவத் புராணமம் தேவி பகவாத்மம் குஃபிபிடுகிம்தேனா.,Dhinendra/Svaras: The Holy Trinity of Lord Buddha cites this illustration of fire and adds delicate nuance and substance to the universe as well as the path of truth.
sarv darsana chiddhanth sangrahavin chil bakudilitaye paniil vidhtyasanglum maiyakkaruddil chirabhachu tanmes ulsadal andat doguppai mughaumiagach chankarre iaurinar enpatil chil chandekangs iruppadagaum pal hekar gutaullar.,7,tam,ஸர்வ தர்ஸநா சித்தாம்த சங்ரஹாவீந சில பகுதிலிட்டயே பாணீல வித்த்யசாம்கலம் மையாக்கருத்தீல் சிரபாசு தன்ம்ஸ் உல்சதல அந்தத் டோகுப்பை முகௌமியாகாச சங்கார் ஐஔரிநார் என்பாதில் சில சந்தேகங்ஸ் இருப்படாக்ம் பால ஹேகர் குடௌல்லர்.,"Some of the spiritually important practitioners in the United Kingdom are reported to have expressed an interest in learning the Holy Trinity of audible sounds in some areas, particularly the soundtracks, which are often accompanied by rhythmic sounds."
bengal desaddhawar 1950kalilum 1960kalilum pakistanin adsi ethirttapodhu avarkalitaye indep panticy kalacharap perumaes bharambariyates welipadutum woru vegujana udakamak uruveduttatu endu villem van shendell manllum henke shalt northalt gutaukinsener.,7,tam,வங்காள் தேசத்தவார் 1950கலிலம் 1960கலிலம் பாகிஸ்தானின் அத்ஸீ ஏதீர்த்தபோது அவர்கலிதாயே இன்டிப் பாண்டிசி கலாசார்ப் பெருமேஸ் பரம்பரீயாஸ் வெலிபதுதம் வோரும் வேகுஜநா உதாகாமக உருவேதுத்தாடு எண்டு விலெம் வந ஷென்டெல் மன்லும் ஹென்கே ஷால்ட் நார்தால்ட் குடௌகீன்செனர்.,"The former is the Minister for the Islamic Revolutionary Guards in Pakistan, and the latter is known as the ""moderate version of the Islamic Epoch in the 1960s,"" said Jean-Paul Mira, a former editor-in-chief of the Pakistan Institute of Civilisation."
"allawuddin husain gajnavi rajyatin bakudikasil patietuppugans menokondu suriadi abhivunasam erbaduddinar, melum avargarht dalinagarai mujhrukitar, eninu avar celjukieridom dolviy sandthar, itu ghauri samrajyatin adhivek virivakketai taiakalikamaghat tadudhu niruddhyadu.",7,tam,"அல்லாவுத்தீன் ஹுஸென் கஜநாவீ ராஜ்யதீந பகுதீகாஸில் பட்டிதுப்புகன்ஸ் மெனோகோன்டு ஸுரியாடி அபிவுநாஸம் எர்பதுத்தினார், மேலம் அவர்கரத் டாலிநகரை முஜ்ருகிதார, ஏநீநும் அவர செல்ஜுகியெரிட்ம் தோல்வீய ஸம்த்தர், இது கோரி ஸம்ராஜ்யதீந அதிவேக விரீவாக்கேதய் தீஅகாலிகாமாகா தடுது நீருதும்யது.","The former is a consumer economy designed to engender productivity, while the latter is a shortage economy designed as an agent of totalitarian social control."
"pallavar kddumanangalin micub packmaiyana edutoukgaddugalak vihangubhavai, kibe 610 muthal kibe 690 varilan kaalakttin kudaivarike koilsum kibe 690 muthal kibe 900 varilan ghatamibbook koilsum akum.",7,tam,"பல்லவர க்ட்டுமாநம்கலீந மிகப் பேக்மையாநா எடுதௌக்கத்துகலக விஹம்குபவாஈ, கிப் 610 முதல கிப் 690 வரிலந காலக்த்டின் குடைவரீகே கொஇல்ஸும கிப் 690 முதல கிப் 900 வரிலந காட்டாமிப்புக் கொஇல்ஸும அகம்.","The oldest one is the Xvaitu, which date back to 610 BCE, and the KARMA Institute, which offers a comparative advantage of 670 BCE and 690 BCE."
salangaynar enbore godavari manllum krishnauku itippatt andhrap prandhyatts vengil (navina bethavegi) dalinagaram amaitu poa 300 muthal 440 varai atchiseit woru bantya vamsam.,7,tam,சலாந்கய்னார் என்போர் கோதாவரீ மன்லும் கிருஷ்ணஔகு இதிப்பத்த ஆந்திரப் ப்ரந்த்யாத்த்ஸ் வேம்கில் (நவீநா பெதாவேகீ) டாலிநகர்ம் அமைது போவா 300 முதல 440 வராஈ அட்சீஸிட் வோரும் பம்த்ய வமஸம்.,The Salankayanas were an ancient dynasty that ruled the Andhra region between Godavari and Krishna with their capital at Vengi (modern Pedavegi) from 300 to 440 CE.
"angus manavalouku vellie udalunu kollum bhoky 6 kalacharangs ""bodhwanavai"" enllum, 29 kalacharangs ""safru bodhwanavai"" enllum, 6 kalacharangs ""awwapodhu natapparai"" enllum, 10 kalacharangs ""aritanus"" enllum chittarikinsona.",7,tam,"அங்கஸ் மாம்நவலஉகு வெல்லி உடாலுநு கொல்ளம் போக்கி 6 கலாசாரங் ""போத்வாநாவாஈ"" என்ல்லம், 29 கலாசாரங் ""சஃப்ரு போத்வாநாவாஈ"" என்ல்லம், 6 கலாசாரங் ""அவ்வபோது நடப்பரை"" என்ல்லம், 10 கலாசாரங் ""அரிதான்ஸ்"" என்ல்லம் சித்தரிகின்சோனா.","The occurrence of extramarital sex by men is described as ""universal"" in 6 cultures, ""moderate"" in 29 cultures, ""occasional"" in 6 cultures, and ""uncommon"" in 10 cultures."
"kappalin valiqattickum (malumis kaetu) itskuch samaman matipu irundatu, atil china, india manllum japan charnt vanip margangs basari adhdhiavasiyat takhavals atangirundal.",7,tam,"கப்பாலின் வாலிகாட்டிஷ்கம் (மலுமிஸ் கேது) இட்ஸ்குச ஸமமாந மதிப்பு இருந்தேது, அதில சீனா, இந்தியா மன்லும் ஜப்பான் சார்ன்ட் வநிப மார்கங்ஸ் பஸரீ அத்தியாவஸியாத் தகாவல்ஸ் அதாந்கீருந்தல.","The Confederacy purchased the Kremer limb (mariner's handbook), an error of the China, India, and Japan-based cooperative banks."
dakka art institute indep prandhyatil katsik kaliku woru mukiya miyamaghat digahakintu.,7,tam,தக்கா ஆர்ட் இன்ஸ்டிடூய்ட் இன்டிப் ப்ரந்த்யாதீல கேட்ஸிக காலிகு வோரும் முகீயா மியாமாகா திகஹாகின்டூ.,The Confederacy is the official representative of the Ministry of Minority Affairs in the United Kingdom.
